Annual Income (k$),Spending Score (1-100)
73.8057184083398,90.6694091630688
85.14906489232574,69.89013611973296
65.53191138392825,81.96835403452236
107.48008883368121,56.98640532307023
57.95003395134178,90.76025582102497
24.922554952476688,80.44053211031604
89.52042764581539,61.70481800346145
37.92778414051749,6.197710156249468
27.371138626969593,81.20810453407802
95.28910811661436,64.39940756874088
104.2225289234123,54.702234418848946
64.43506165771035,85.64552599928668
108.20205103110665,55.46634972643177
61.03858957497005,88.62184125889684
91.11133230759123,61.23690342140865
59.04436923504177,85.0808968118251
109.07392927656265,52.02291120365102
109.43663201657655,55.64640641820849
83.21441341904683,63.79412217368776
62.56746963483125,83.99111505597409
70.13889617290295,93.02321235073968
112.63738928641463,61.808498610162374
62.81111596088014,86.6868962715985
90.17664593502423,61.76249106291444
92.82419546573021,61.71585233552331
65.69517879032847,82.15747962277945
41.62542965402964,12.274986066956195
91.26388683200402,61.5271769093652
103.77451593110163,57.28435986534723
33.49805400276892,9.951893119858568
40.66398173086361,85.9057601616421
97.56047948355707,63.147926117407636
88.19835548008243,63.65941393182155
33.12808150313239,81.81298747824351
31.3342375314414,12.700417056324872
104.40535487779377,47.899679015112504
109.86431042109108,57.262908458923064
94.11227438699069,63.53412200198604
24.911644723960688,86.38781518761559
105.31794890117104,57.550778261119696
55.03682658493407,89.84958413921433
111.12291308514901,56.17015630730263
39.74310848506083,12.116495302463091
35.641789530398526,88.49769632772833
92.86968269515035,64.59252144415402
24.845655682794455,77.44578099728633
64.32491925960687,96.33652933408925
37.89817545721738,7.387537491234576
90.25097079243442,66.76540329056333
48.0755739657018,1.0
20.614303370171967,83.3963298307363
94.48192704710844,72.87865340347408
33.4818903704714,7.648162750721878
33.59085082839396,80.32610883375905
60.5135454448593,87.91207869091026
19.63992563643193,73.02770876435501
100.65306574310053,54.8282454392117
59.61557470398318,87.64895459111887
18.002586259381864,86.9139679208643
36.80514190020077,11.35690541191779
66.19662223546143,82.76998919909805
22.02507174448652,82.2137654830058
93.72370261845639,61.54041466253762
95.56391017913187,74.48452114109999
41.56350280955309,11.525327651537848
113.33446524773399,55.75837177807547
30.41082533299549,3.2203623044973555
39.14574851016141,5.585897143047086
39.08748785811842,14.97324969810178
34.646672018148735,12.422130401811293
104.04708689756563,60.394400672472116
32.59142992243918,4.008320351468312
17.07428575774831,81.11493598446278
93.60478422544946,68.36991610267519
24.248563609393884,85.30236699572635
65.96232654402142,91.02196667441555
21.33450520941296,78.89774988349774
22.745628734085535,76.45780228441402
96.17659068858869,61.46764780544595
61.53357340822742,97.50917841951097
45.377279530856434,3.9119965671478325
60.0225867778661,84.1998967415112
66.28549917093174,87.3276073038183
94.2733259506145,62.76482742044853
62.13799464327935,89.20076997133471
35.23034649772352,9.904449445650616
17.026181163741782,86.86096086941022
111.3984328848813,58.70507235949783
102.70597520578116,56.7522017384081
98.20293093242127,66.2644387174204
96.7395951589268,63.89804143848357
95.59257236425881,58.45339335776601
51.57909954967809,93.3084689134868
96.7321033846238,70.75395926260818
61.88846685805197,92.05020330926182
64.98049907255329,93.90671921036893
98.36784185100554,63.56352660616898
31.293815796267932,81.61666101878956
102.48080903720682,48.69218460873315
89.22721437720702,65.42043587206845
17.61173215395481,78.89782172813045
19.042022467250685,84.07156592762219
113.92479233909009,58.37173269650644
41.99135824147358,10.211232347175901
71.42126986177442,84.24251080833874
66.13567884259524,93.93485018232714
55.99305632937059,87.66530366370051
120.0,46.46291615626489
66.10026437098183,88.38774673723901
105.22798418970791,55.02238541423222
27.162436688795296,88.99030472856909
92.93253831579385,68.29050650717554
106.25445365570579,58.51502880652484
112.59524910951669,49.05744091229488
69.01708735188757,91.29795392207919
61.81633765872295,90.40989498194811
68.55904622460463,84.98045481687787
46.26239899463735,10.609470108769152
17.90924334743319,86.55032137461663
21.7457537599049,75.54305085384007
21.044988316653203,83.34688820448925
42.36387861466777,8.358877525774815
32.63476550039269,85.25222096408048
36.27838527025885,78.04606838095793
67.39645778264082,98.88788447768567
43.26652766107735,12.185918886058225
92.11660221122547,60.2900398297461
82.38900392364953,61.11735896155754
17.55244713445057,82.17089197904652
69.58730013463583,93.75438742151005
111.96752235720275,47.50068109460954
24.11988032493614,71.95675945334973
101.78667946586657,50.252124461455665
64.79874045974007,100.0
63.41805415146206,91.41357996479715
59.50560011383911,91.2388238830435
62.22942541693008,94.26742955338169
102.66161545426685,52.71179823661324
45.606131813759916,3.1279086230041035
88.62565059919896,60.15289996479101
57.51997389433712,88.242760774411
26.070028781515628,83.43869798065106
62.21571769775179,88.05895733193141
104.19462440454996,50.7495629694432
100.76480044956742,68.82152978985178
64.95427277598475,81.8546142426694
93.77665232613495,65.02238323844435
43.803211923787494,6.073333955263531
104.97966026997801,54.957990786296826
33.46463653737791,6.674625350861629
108.64650932426619,60.00138889877252
40.25255252574028,8.134098097081214
40.917761069577466,7.693493834527961
110.02802671977022,51.163197758228264
71.73131501771826,89.03721678700832
89.17400162049394,67.55345516249564
36.52724495116992,6.948510025539837
28.66011728527333,86.92113216718639
64.52686344545532,89.00129615127825
106.2395890912805,51.411977382448526
25.958452341089668,78.18993507595198
27.115861867663103,78.28991321017361
84.41430164259474,65.4232337286376
108.86950317453969,49.415773554056926
64.93102124425636,88.73866318785467
29.77957807085265,82.08885867353595
88.1233536098346,59.589700403640386
96.53380527261075,56.21268248293984
110.34724890209856,56.361763472042874
94.05520726745806,64.33395281069727
37.46005726555375,4.871227961657569
63.55277203257,91.18704765147363
109.81799220095397,55.48794179600092
109.70437664874217,59.404570249558866
68.40360073228035,86.25022178150317
104.71878373926651,52.76251337821808
18.964264086992728,88.80801933963264
109.63844460919101,48.996799637182264
38.53577058276196,6.511404378016708
37.01737308791642,10.596138783542735
15.0,79.19796103182686
30.164841424545834,78.98943461070739
111.66863317832714,50.58099544637318
